RD;SECTION;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HPM_S1;T_HPS_S1;HPS_S1;T_HPM_S2;HPM_S2;T_HPS_S2;HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;st_length_;Geo Point;Geo Shape;ID
D9;450;1870;2108;3978;2140;2445;4585;115;09:00;205;17:00;254;08:00;159;17:00;La Defense;Saint-Denis;Saint-Denis;La Defense;VILLENEUVE LA GARENNE;3978 (07);TOURNANT;TRIENNALE;2007;JANVIER;TUBES;944.149807228;48.9255898169,2.32655313923;"{""coordinates"": [[2.321331014911228, 48.923351862192895], [2.321331014911228, 48.923351862192895], [2.321508265346225, 48.923486689314146], [2.322149140747763, 48.923837260076894], [2.322885551553354, 48.92396316416816], [2.323499212983475, 48.92413398509959], [2.323608307260459, 48.92416994489891], [2.324044683919271, 48.92432276978267], [2.325503812385392, 48.92494301413063], [2.326076547073311, 48.92526659631125], [2.326567457275669, 48.92559915595226], [2.32678566018822, 48.925653095508586], [2.327031138354513, 48.925716024002185], [2.327522073584181, 48.92596769684175], [2.329622246661582, 48.92699234964931], [2.330576901521457, 48.927432761563125], [2.330972400051734, 48.9276664411238], [2.331204236168157, 48.92789112533831], [2.331313326909833, 48.92807985579382], [2.331490609052775, 48.92831352400866]], ""type"": ""LineString""}";450_2007
D7;137;25912;25218;51130;29802;28900;58702;2162;09:00;2311;19:00;2376;09:00;2091;19:00;Courbevoie;Asnieres;Courbevoie;Puteaux;COURBEVOIE;51130 (13);SITER;ANNUELLE;2013;365J;BOUCLES;1945.96468567;48.9007668613,2.27616511001;"{""coordinates"": [[2.264485121375782, 48.8967652474787], [2.264703100786119, 48.89684626356427], [2.265220821494048, 48.89702631848882], [2.266719494368928, 48.89755745049723], [2.266978373488505, 48.89763848661616], [2.26771406302892, 48.89792650371958], [2.267727681970948, 48.897935498698466], [2.268095541747359, 48.89807051834725], [2.268640501765468, 48.89828652235776], [2.268926614394978, 48.898394531475276], [2.269376209369275, 48.89857452903273], [2.269430710717612, 48.89859253419493], [2.270316302374627, 48.898934542401754], [2.271079325913219, 48.899195592170116], [2.272482745272995, 48.89969064937446], [2.27270074933566, 48.899771650952815], [2.27395432779191, 48.9002036997193], [2.27455388309587, 48.90040173097811], [2.274989915656028, 48.900554738662265], [2.275494088225382, 48.900725754064716], [2.276488864229657, 48.90102283594794], [2.27655700238429, 48.90104084469096], [2.277115744089493, 48.90118491918959], [2.277824450334686, 48.901320078048556], [2.278955631786678, 48.90156328381345], [2.279923228697414, 48.901815387766575], [2.280168537141722, 48.901878414337666], [2.281626741323804, 48.90228351735426], [2.281926564158678, 48.902364539529614], [2.282485325238712, 48.90251757580951], [2.282648846628716, 48.902580559992785], [2.282907757324686, 48.902679535298134], [2.28358907699381, 48.90296742859101], [2.284420243181754, 48.90337221619124], [2.285224148141859, 48.903785973107816], [2.286286955910998, 48.90433464107371], [2.287704079105429, 48.90505420024923]], ""type"": ""LineString""}";137_2013
D9;430;4335;3773;8108;4715;4074;8789;391;08:00;422;17:00;335;08:00;310;18:00;La Defense;Saint-Denis;Saint-Denis;La Defense;ASNIERES;8108 (11);TOURNANT;TRIENNALE;2011;JANVIER;TUBES;874.975557825;48.915390011,2.30267243995;"{""coordinates"": [[2.297649926365956, 48.91323610937549], [2.29774533801012, 48.91328107578455], [2.297827121282626, 48.91331705071794], [2.297881648578522, 48.9133350425964], [2.297922540296386, 48.913353029796994], [2.298672266499739, 48.91363186961718], [2.298890370266154, 48.91371282209627], [2.29929928967009, 48.913901678842564], [2.29991267138497, 48.91418945482189], [2.300226169215889, 48.91435131734637], [2.300498750468632, 48.91453114080448], [2.301153026931046, 48.91485486965066], [2.301739182555976, 48.91510667881097], [2.30235262130846, 48.91534950582533], [2.302802478918613, 48.915529374368106], [2.303047856477959, 48.91562830077584], [2.303524984603819, 48.9158171610772], [2.303797630617524, 48.915925080583], [2.303906694206389, 48.9159610584159], [2.304247509408148, 48.916086969551365], [2.304492903967186, 48.91616791873662], [2.304956411699264, 48.91634778271103], [2.305038205168968, 48.91638375250765], [2.305215427907571, 48.91645569526043], [2.305501722214686, 48.91655462710103], [2.305638043717199, 48.91661757165681], [2.305747109794742, 48.916653547966156], [2.306578725316431, 48.91695931820878], [2.30675595743438, 48.91702227162964], [2.307001354872221, 48.91711220263565], [2.30776482454363, 48.91738199970459]], ""type"": ""LineString""}";430_2011
D17;800;12978;12013;24991;13082;12062;25144;866;08:00;649;19:00;762;07:00;694;18:00;Paris;Province;Province;Paris;CLICHY;24991 (11);TOURNANT;TRIENNALE;2011;JANVIER;TUBES;1087.80664118;48.9078789122,2.31292023737;"{""coordinates"": [[2.312680563552701, 48.9030487048341], [2.312694191964933, 48.90305769471102], [2.312857705364583, 48.90321949537845], [2.312925780165461, 48.90340823844956], [2.312897847439245, 48.904846171580225], [2.312910863148875, 48.906176265588584], [2.312951312937676, 48.907146880303024], [2.312950026304719, 48.909923888582355], [2.312949780616885, 48.91045412575052], [2.312867920281891, 48.91057094149575], [2.312908756778023, 48.91071474266847], [2.312907884933865, 48.91259303818955], [2.312866896412937, 48.91277277101542]], ""type"": ""LineString""}";800_2011
D912;94;12703;11267;23970;13400;11845;25245;1064;09:00;668;19:00;724;08:00;779;19:00;Clichy;Saint-Denis;Clichy;Paris;CLICHY;23970 (11);TOURNANT;ANNUELLE;2011;JANVIER;TUBES;1128.27082482;48.9002589667,2.31507358171;"{""coordinates"": [[2.309602988278462, 48.896712115416214], [2.310297965788533, 48.89708074373079], [2.310638613297155, 48.897323471121716], [2.310883788203849, 48.89768301028604], [2.311306224123273, 48.897934740426905], [2.312805212416613, 48.89885173644867], [2.31340481364606, 48.89923830093362], [2.313786387907082, 48.899472039721566], [2.314072569033688, 48.899651836691724], [2.314154334510627, 48.89970577473581], [2.314495028769661, 48.89992152946044], [2.314794846682375, 48.90010132708698], [2.31495838414774, 48.90020021510398], [2.315149178124161, 48.900317082291515], [2.31531271340114, 48.900424957229504], [2.315571645388471, 48.90059575850956], [2.315953247062855, 48.900811516117045], [2.316607404778073, 48.90124300941119], [2.316716424857397, 48.90133289907024], [2.316920858953495, 48.9014497655013], [2.317466009852059, 48.90179136464053], [2.317588671528033, 48.90186328117877], [2.318079325191742, 48.902141958819406], [2.318951593167671, 48.90269030493351], [2.31967395260307, 48.90314875215733], [2.320396321909692, 48.90361618223864], [2.320614399943971, 48.903751018226814]], ""type"": ""LineString""}";94_2011
D986;2740;7777;0;7777;8783;0;8783;547;09:00;711;18:00;0;;0;;;;;;NANTERRE;7777 (13);TOURNANT;TRIENNALE;2013;;TUBES;770.841622501;48.9005645581,2.20243246661;"{""coordinates"": [[2.198767957249458, 48.89806495993353], [2.199553336577916, 48.898706040526115], [2.199830341247015, 48.89887696595574], [2.203683690136822, 48.90138210512404], [2.206147235857078, 48.90299656725156]], ""type"": ""LineString""}";2740_2013
D77;1840;7876;7472;15348;8179;7683;15862;689;09:00;645;18:00;649;09:00;594;19:00;Paris;Province;Province;Paris;BAGNEUX;15348 (13);TOURNANT;TRIENNALE;2013;SEPTEMBRE;TUBES;787.8085;48.8048899565,2.3225592;"{""coordinates"": [[[2.319292785058075, 48.8032034212016], [2.319275625603667, 48.803266281472744], [2.31928601325193, 48.80330501463398], [2.319320589282673, 48.80336816965433], [2.319428835917147, 48.803420051559954], [2.319703602628118, 48.80354483226842], [2.3198591128049, 48.803626663669064], [2.320205745569584, 48.80377433757624], [2.320260156858683, 48.8037782441906]], [[2.319477671009559, 48.80322516054046], [2.319491120461858, 48.80323782824835], [2.319596152200163, 48.80332746684734], [2.319764537845809, 48.803466032146005], [2.319923898916323, 48.80356587305778], [2.320248348760547, 48.80374400032265], [2.320260156858683, 48.8037782441906]], [[2.320260156858683, 48.8037782441906], [2.320552426391596, 48.8039184133472], [2.320590325472321, 48.80393571677636], [2.321454939391906, 48.804352551859544], [2.321519903192324, 48.804382600136165], [2.321641676229614, 48.804441752701386], [2.322720205998687, 48.80495332877301], [2.323411725487279, 48.80528102666092], [2.323653975845117, 48.80539482236434], [2.323724377183611, 48.80542579981593], [2.32412082451056, 48.80561871374535], [2.324426719009522, 48.805759848762136], [2.325100490922676, 48.80609283343324]], [[2.325100490922676, 48.80609283343324], [2.325171254355234, 48.806095930792964], [2.325301354946938, 48.80614343420706], [2.32539620770171, 48.806179045463324], [2.325693194267198, 48.80627245889005]], [[2.325100490922676, 48.80609283343324], [2.32512172804524, 48.80613522439581], [2.325423124989971, 48.80630871011876], [2.325512205927454, 48.80636947249542], [2.325583494356368, 48.80643732870489], [2.325717124176448, 48.80663325141821], [2.32582895841409, 48.80682994995106], [2.325946272805202, 48.8069187517112]]], ""type"": ""MultiLineString""}";1840_2013
D77A;1850;3509;3375;6884;3813;3660;7473;387;09:00;309;18:00;270;09:00;374;19:00;Paris;Province;Province;Paris;BAGNEUX;6884 (13);TOURNANT;TRIENNALE;2013;SEPTEMBRE;TUBES;2015.3697;48.7991711401,2.30980821787;"{""coordinates"": [[[2.303222569543176, 48.79698140604344], [2.303253998858248, 48.79697259510261], [2.303573657207813, 48.79699244604868], [2.303690630904867, 48.79700032360653], [2.304155359770838, 48.79706508824678], [2.305012744918514, 48.797188798804605], [2.305174533060433, 48.79720502917864], [2.305878598997538, 48.797290066042265], [2.306192660719244, 48.79732157002325], [2.306453740242392, 48.79734467098108], [2.306777427716991, 48.79736903402164], [2.307055392294355, 48.79745339074137], [2.307239834651518, 48.79750662604039], [2.307369611519824, 48.79757573229414], [2.307698960438109, 48.79778900037857]], [[2.303222569543176, 48.79698140604344], [2.303248265179826, 48.796994147256704], [2.303514582204729, 48.79703257549422], [2.303578370088104, 48.7970473372084], [2.303667998177445, 48.79706404877055], [2.304145111407506, 48.79711899303119], [2.305123615113581, 48.79724610541285], [2.305867122721319, 48.7973340707851], [2.306183907092885, 48.79736559033588], [2.306712025498076, 48.797475683643974], [2.306897685071868, 48.79753971894388], [2.307251477192519, 48.79765509487753], [2.307456149314293, 48.79772283675737], [2.307698960438109, 48.79778900037857]], [[2.301038902025399, 48.797490309426905], [2.301096774471163, 48.79743848246999], [2.301492113309141, 48.797195256971726], [2.301648683454239, 48.7970927401547], [2.301718578408673, 48.79705807167025], [2.301782858702562, 48.79703596252388], [2.301896266564738, 48.79700514580474], [2.302092771424585, 48.7969703172131], [2.302312189202414, 48.796952710427504], [2.302595502744314, 48.79694177295609], [2.302889441463279, 48.79695068298819], [2.303222569543176, 48.79698140604344]], [[2.307698960438109, 48.79778900037857], [2.308620259128939, 48.798227844903984], [2.308965235718162, 48.798392631656874], [2.309824315650066, 48.798802326739654], [2.310430431780774, 48.79909003615283], [2.311723771492467, 48.79971088194669], [2.312017439734299, 48.79984478434689], [2.312700679990634, 48.80017070035951], [2.313829013866935, 48.80071232653941], [2.313927791209586, 48.800758762919564], [2.314052256775327, 48.80081883727389], [2.314397256729119, 48.80098450783764], [2.314533917651026, 48.801049148427616], [2.314705762183629, 48.80113018051577], [2.314922259674979, 48.801232154400836], [2.315042620500359, 48.801294003675046], [2.316121139272938, 48.80179664738967], [2.31647158579923, 48.80196324158148], [2.316869341902358, 48.80215618781424], [2.317223831136514, 48.80232640106963], [2.317506531318222, 48.802468320820985], [2.318294071089822, 48.80284066900639]], [[2.318294071089822, 48.80284066900639], [2.318301698533062, 48.802882084810435], [2.318516967685443, 48.80297505112453], [2.318671289307658, 48.80304338520761], [2.319067630539491, 48.803241712259776], [2.319176992473747, 48.803312488059916], [2.319320589282673, 48.80336816965433]], [[2.318294071089822, 48.80284066900639], [2.318353949656485, 48.80284280938232], [2.318561109076084, 48.80293123170896], [2.318962002510693, 48.803093609818184], [2.319292785058075, 48.8032034212016]]], ""type"": ""MultiLineString""}";1850_2013
D24A;971;9033;0;9033;10461;0;10461;1186;09:00;858;19:00;0;;0;;Paris;Province;Province;Paris;NANTERRE;9033 (13);TOURNANT;TRIENNALE;2013;MARS;TUBES;525.1574;48.9040058788,2.21833490782;"{""coordinates"": [[2.216849741806975, 48.90594846616232], [2.216844894019706, 48.90590796469283], [2.2173350999137, 48.90560629796957], [2.217572415713355, 48.90542888264534], [2.217774154642145, 48.90525842889155], [2.218051634468724, 48.90494997368323], [2.218315590908276, 48.90463333555511], [2.218439504980571, 48.90446686882433], [2.218604406290309, 48.90420534196275], [2.218663222774501, 48.90410410214941], [2.218797720583864, 48.903777624325706], [2.218894605703498, 48.90350306192639], [2.218918306504843, 48.903378210827285], [2.218918126485694, 48.90302657212608], [2.218918598596724, 48.90299509932363], [2.218912045968398, 48.90279540586278], [2.218911180751102, 48.902762125307575], [2.218904831606467, 48.90263977467572], [2.21890291288128, 48.9025858030487], [2.218885310112029, 48.90212253422659], [2.2188755565338, 48.901863464363814], [2.21887451571724, 48.90184187403599], [2.218836350388995, 48.90174899387038], [2.218714737365121, 48.90167175812795]], ""type"": ""LineString""}";971_2013
D106;1940;8776;2147;10923;10218;2680;12898;592;09:00;883;18:00;257;08:00;140;18:00;Paris;Province;Province;Paris;COURBEVOIE;10923 (12);TOURNANT;TRIENNALE;2012;MARS;TUBES;1071.3171;48.8903597158,2.25161877888;"{""coordinates"": [[[2.24965345372675, 48.88736338129681], [2.249710829790239, 48.88735654617846], [2.249775817821086, 48.88738932973285], [2.250037444130769, 48.887498888563904], [2.250113316036314, 48.88753353881023], [2.250195759850444, 48.887585317442316], [2.250282060508718, 48.887653308323365], [2.250377687495496, 48.88773664592367], [2.250391143538861, 48.887749320686694], [2.250447665392218, 48.887801835964574], [2.250498642642845, 48.88786061228012], [2.250517422781003, 48.887882313276194], [2.250526747573763, 48.88789766093875], [2.25053738489899, 48.88791661359949], [2.250538697426032, 48.887920218598474], [2.250566647691849, 48.8879680582988], [2.250590546099797, 48.88801317449862], [2.250593195336122, 48.888018587774724], [2.250622329088184, 48.88807902500075], [2.250638188318221, 48.88811419883337], [2.250648722136456, 48.88814034551471], [2.250657995915668, 48.888159289286996], [2.250663192202878, 48.88817730897697], [2.250689286693934, 48.888259311416206], [2.250696795955472, 48.88830612408295], [2.25069790131366, 48.88832411804186], [2.250710165665325, 48.888419524121915], [2.250757577403408, 48.88882092404067], [2.250770726770791, 48.88894961137649], [2.250781499965131, 48.889054002014035], [2.250788425630728, 48.88914128018476], [2.250812723775459, 48.88934827977993], [2.250818441886394, 48.88942475892873], [2.250841824728925, 48.88950584522738], [2.250869090211843, 48.88960134529495], [2.250929840182645, 48.889739323130996], [2.250981898568454, 48.88981789077112], [2.251068062970863, 48.889895772840696], [2.251200411886456, 48.88998653429897], [2.25128934332306, 48.8900617343827], [2.251379236817987, 48.8901648210253], [2.251450026714142, 48.89026868721291], [2.251512039325194, 48.89041386762588], [2.251470675114735, 48.8904450853969]], [[2.251470675114735, 48.8904450853969], [2.2513622830877, 48.890300514393005], [2.251241903367316, 48.890136082575495], [2.25116654571109, 48.89006546384378], [2.251080224875901, 48.88999837289028], [2.250988282742068, 48.88994293848822], [2.250774333244951, 48.88983637767626], [2.250713328873043, 48.88981081445517], [2.25066283316899, 48.88981319728453], [2.250424041052387, 48.88972716517399], [2.250360231536791, 48.88970698042602], [2.250280033587058, 48.88968849118688], [2.25021993964935, 48.88969441046323], [2.250173264531466, 48.88971570226206], [2.250124041043756, 48.88972438670915]], [[2.251470675114735, 48.8904450853969], [2.25150873003039, 48.8904543163125], [2.251843442872307, 48.8908889880761], [2.25192365054882, 48.891001905831814], [2.251943189152224, 48.89106588037511], [2.251986681367773, 48.89117137379406], [2.252053316929409, 48.89127971017344], [2.252112443088607, 48.89134123396778], [2.252181024235009, 48.891409112713056], [2.252270036176105, 48.891478916495394], [2.252477728977039, 48.89164209387715], [2.252561429002092, 48.89170197202082], [2.252664118372558, 48.89176916357713], [2.252760169021815, 48.89182372302311], [2.253505176010471, 48.89218090763311]], [[2.253505176010471, 48.89218090763311], [2.25355043733169, 48.89216320356718], [2.253633743176414, 48.892155628953724], [2.253694943471366, 48.892167700900906], [2.253731494323272, 48.89218681492851]], [[2.253453994529233, 48.89223095123612], [2.252652097416951, 48.891846431267766], [2.252556058905741, 48.89179097247259], [2.252462697114456, 48.891739127427115], [2.252374814624682, 48.89168551831294], [2.252288517604789, 48.89161662978883], [2.252180631852593, 48.89153141918262], [2.252091684407469, 48.89145711816289], [2.2520350922459, 48.891409099988664], [2.251922411903783, 48.891277992658964], [2.251864960060653, 48.8911948955403], [2.2517449123895, 48.89100708367074], [2.251660561516053, 48.89089773800547], [2.251584510269013, 48.8907803485935], [2.251492468330893, 48.890636779758196], [2.251462078918371, 48.89047381011304], [2.251470675114735, 48.8904450853969]], [[2.253453994529233, 48.89223095123612], [2.253476202023314, 48.89220410972361], [2.253505176010471, 48.89218090763311]], [[2.253458185717806, 48.89231911167882], [2.253446246911371, 48.892295655085725], [2.253444023346925, 48.892260567408066], [2.253453994529233, 48.89223095123612]]], ""type"": ""MultiLineString""}";1940_2012
